Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.099	25000	125000
2	Spectrogram 1	1	0.1246	0.2057	25000	125000
3	Spectrogram 1	1	0.6025	0.7134	25000	125000
4	Spectrogram 1	1	0.7475	0.8158	25000	125000
5	Spectrogram 1	1	0.8585	0.9225	25000	125000
6	Spectrogram 1	1	0.9694	1.0291	25000	125000
7	Spectrogram 1	1	1.0889	1.2339	25000	125000
8	Spectrogram 1	1	1.2553	1.3747	25000	125000
9	Spectrogram 1	1	1.4131	1.5582	25000	125000
10	Spectrogram 1	1	1.5966	1.7545	25000	125000
11	Spectrogram 1	1	1.7801	1.9507	25000	125000
