Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0521	0.0947	25000	125000
2	Spectrogram 1	1	0.1545	0.2014	25000	125000
3	Spectrogram 1	1	0.5641	0.6025	25000	125000
4	Spectrogram 1	1	0.6707	0.7945	25000	125000
5	Spectrogram 1	1	0.8414	0.9907	25000	125000
6	Spectrogram 1	1	1.0462	1.1145	25000	125000
7	Spectrogram 1	1	1.1486	1.2169	25000	125000
8	Spectrogram 1	1	1.2553	1.3022	25000	125000
9	Spectrogram 1	1	1.3705	1.4174	25000	125000
10	Spectrogram 1	1	1.7203	1.7715	25000	125000
11	Spectrogram 1	1	1.8483	1.9763	25000	125000
