Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.1459	0.2611	25000	125000
2	Spectrogram 1	1	0.2867	0.3294	25000	125000
3	Spectrogram 1	1	0.4574	0.5086	25000	125000
4	Spectrogram 1	1	0.5555	0.6025	25000	125000
5	Spectrogram 1	1	0.7475	0.7987	25000	125000
6	Spectrogram 1	1	0.8585	0.9097	25000	125000
7	Spectrogram 1	1	0.9651	1.0249	25000	125000
8	Spectrogram 1	1	1.1785	1.2382	25000	125000
9	Spectrogram 1	1	1.315	1.3577	25000	125000
10	Spectrogram 1	1	1.5539	1.6094	25000	125000
11	Spectrogram 1	1	1.6691	1.7331	25000	125000
12	Spectrogram 1	1	1.8185	1.9635	25000	125000
