Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0478	0.1203	25000	125000
2	Spectrogram 1	1	0.1587	0.2014	25000	125000
3	Spectrogram 1	1	0.2398	0.3081	25000	125000
4	Spectrogram 1	1	0.3422	0.3977	25000	125000
5	Spectrogram 1	1	0.4275	0.5043	25000	125000
6	Spectrogram 1	1	0.5257	0.5811	25000	125000
7	Spectrogram 1	1	0.611	0.6963	25000	125000
8	Spectrogram 1	1	0.7219	0.8457	25000	125000
9	Spectrogram 1	1	0.8926	0.995	25000	125000
10	Spectrogram 1	1	1.1486	1.2254	25000	125000
11	Spectrogram 1	1	1.2681	1.3278	25000	125000
12	Spectrogram 1	1	1.3619	1.4601	25000	125000
13	Spectrogram 1	1	1.4814	1.5497	25000	125000
14	Spectrogram 1	1	1.5838	1.635	25000	125000
15	Spectrogram 1	1	1.7502	1.7971	25000	125000
