Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0734	25000	125000
2	Spectrogram 1	1	0.1161	0.291	25000	125000
3	Spectrogram 1	1	0.4787	0.5299	25000	125000
4	Spectrogram 1	1	0.7603	0.8371	25000	125000
5	Spectrogram 1	1	0.8841	0.9481	25000	125000
6	Spectrogram 1	1	0.9907	1.0505	25000	125000
7	Spectrogram 1	1	1.1102	1.1486	25000	125000
8	Spectrogram 1	1	1.1913	1.251	25000	125000
9	Spectrogram 1	1	1.2809	1.3406	25000	125000
10	Spectrogram 1	1	1.3619	1.4089	25000	125000
11	Spectrogram 1	1	1.4387	1.5369	25000	125000
12	Spectrogram 1	1	1.5582	1.6137	25000	125000
13	Spectrogram 1	1	1.6478	1.7289	25000	125000
14	Spectrogram 1	1	1.7417	1.8526	25000	125000
15	Spectrogram 1	1	1.8697	1.9337	25000	125000
16	Spectrogram 1	1	1.9465	1.9763	25000	125000
