Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0563	25000	125000
2	Spectrogram 1	1	0.1289	0.1929	25000	125000
3	Spectrogram 1	1	0.2227	0.2569	25000	125000
4	Spectrogram 1	1	0.2995	0.3465	25000	125000
5	Spectrogram 1	1	0.4062	0.4958	25000	125000
6	Spectrogram 1	1	0.5257	0.5769	25000	125000
7	Spectrogram 1	1	0.6153	0.6622	25000	125000
8	Spectrogram 1	1	0.6963	0.7475	25000	125000
9	Spectrogram 1	1	1.0078	1.0505	25000	125000
10	Spectrogram 1	1	1.1145	1.1614	25000	125000
11	Spectrogram 1	1	1.2297	1.2723	25000	125000
12	Spectrogram 1	1	1.3491	1.4174	25000	125000
13	Spectrogram 1	1	1.5497	1.5923	25000	125000
