Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0691	0.1545	25000	125000
2	Spectrogram 1	1	0.1758	0.2654	25000	125000
3	Spectrogram 1	1	0.2782	0.3763	25000	125000
4	Spectrogram 1	1	0.3934	0.5043	25000	125000
5	Spectrogram 1	1	0.5171	0.6281	25000	125000
6	Spectrogram 1	1	0.6409	0.739	25000	125000
7	Spectrogram 1	1	0.7518	0.8627	25000	125000
8	Spectrogram 1	1	0.8841	0.9993	25000	125000
9	Spectrogram 1	1	1.0163	1.2382	25000	125000
10	Spectrogram 1	1	1.2553	1.4089	25000	125000
11	Spectrogram 1	1	1.4942	1.6137	25000	125000
12	Spectrogram 1	1	1.7118	1.9251	25000	125000
