Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.1246	25000	125000
2	Spectrogram 1	1	0.1417	0.2739	25000	125000
3	Spectrogram 1	1	0.2995	0.4745	25000	125000
4	Spectrogram 1	1	0.5214	0.6622	25000	125000
5	Spectrogram 1	1	0.6921	0.8883	25000	125000
6	Spectrogram 1	1	0.9182	1.0846	25000	125000
7	Spectrogram 1	1	1.1102	1.3449	25000	125000
8	Spectrogram 1	1	1.3619	1.4515	25000	125000
9	Spectrogram 1	1	1.4814	1.6222	25000	125000
10	Spectrogram 1	1	1.6307	1.699	25000	125000
11	Spectrogram 1	1	1.7374	1.7971	25000	125000
12	Spectrogram 1	1	1.8355	1.9123	25000	125000
13	Spectrogram 1	1	1.9465	1.9763	25000	125000
