Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0606	25000	125000
2	Spectrogram 1	1	0.2099	0.2867	25000	125000
3	Spectrogram 1	1	0.3294	0.3763	25000	125000
4	Spectrogram 1	1	0.4361	0.4873	25000	125000
5	Spectrogram 1	1	0.5513	0.611	25000	125000
6	Spectrogram 1	1	0.675	0.8542	25000	125000
7	Spectrogram 1	1	1.0675	1.2681	25000	125000
8	Spectrogram 1	1	1.3278	1.4601	25000	125000
9	Spectrogram 1	1	1.4942	1.635	25000	125000
10	Spectrogram 1	1	1.6691	1.7289	25000	125000
11	Spectrogram 1	1	1.7886	1.8825	25000	125000
12	Spectrogram 1	1	1.9081	1.9593	25000	125000
