Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0393	25000	125000
2	Spectrogram 1	1	0.0649	0.2611	25000	125000
3	Spectrogram 1	1	0.2995	0.4617	25000	125000
4	Spectrogram 1	1	0.4958	0.7305	25000	125000
5	Spectrogram 1	1	0.7817	0.8969	25000	125000
6	Spectrogram 1	1	0.9353	1.0718	25000	125000
7	Spectrogram 1	1	1.1059	1.187	25000	125000
8	Spectrogram 1	1	1.251	1.4089	25000	125000
9	Spectrogram 1	1	1.5369	1.6435	25000	125000
10	Spectrogram 1	1	1.6649	1.7502	25000	125000
11	Spectrogram 1	1	1.7886	1.8739	25000	125000
12	Spectrogram 1	1	1.8995	1.9763	25000	125000
