Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0691	25000	125000
2	Spectrogram 1	1	0.1374	0.2014	25000	125000
3	Spectrogram 1	1	0.2611	0.3038	25000	125000
4	Spectrogram 1	1	0.3635	0.547	25000	125000
5	Spectrogram 1	1	0.5683	0.7433	25000	125000
6	Spectrogram 1	1	0.7817	0.9651	25000	125000
7	Spectrogram 1	1	1.0035	1.1059	25000	125000
8	Spectrogram 1	1	1.1443	1.315	25000	125000
9	Spectrogram 1	1	1.3321	1.4046	25000	125000
10	Spectrogram 1	1	1.4473	1.571	25000	125000
11	Spectrogram 1	1	1.5881	1.6478	25000	125000
12	Spectrogram 1	1	1.699	1.8185	25000	125000
13	Spectrogram 1	1	1.8483	1.9763	25000	125000
