Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.2355	25000	125000
2	Spectrogram 1	1	0.291	0.5214	25000	125000
3	Spectrogram 1	1	0.5555	0.739	25000	125000
4	Spectrogram 1	1	0.7689	0.9737	25000	125000
5	Spectrogram 1	1	0.9907	1.1571	25000	125000
6	Spectrogram 1	1	1.1913	1.3193	25000	125000
7	Spectrogram 1	1	1.3491	1.4857	25000	125000
8	Spectrogram 1	1	1.5113	1.6478	25000	125000
9	Spectrogram 1	1	1.6862	1.8227	25000	125000
10	Spectrogram 1	1	1.8483	1.9379	25000	125000
