Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0563	25000	125000
2	Spectrogram 1	1	0.1843	0.2355	25000	125000
3	Spectrogram 1	1	0.3849	0.4361	25000	125000
4	Spectrogram 1	1	0.5043	0.547	25000	125000
5	Spectrogram 1	1	0.5939	0.6579	25000	125000
6	Spectrogram 1	1	0.7091	0.7859	25000	125000
7	Spectrogram 1	1	0.9865	1.0334	25000	125000
8	Spectrogram 1	1	1.1059	1.2382	25000	125000
9	Spectrogram 1	1	1.2809	1.4046	25000	125000
10	Spectrogram 1	1	1.4387	1.4857	25000	125000
11	Spectrogram 1	1	1.507	1.571	25000	125000
12	Spectrogram 1	1	1.5966	1.6606	25000	125000
13	Spectrogram 1	1	1.7161	1.8867	25000	125000
14	Spectrogram 1	1	1.9465	1.9763	25000	125000
