Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0521	0.1289	25000	125000
2	Spectrogram 1	1	0.1459	0.2483	25000	125000
3	Spectrogram 1	1	0.2782	0.4403	25000	125000
4	Spectrogram 1	1	0.4787	0.6451	25000	125000
5	Spectrogram 1	1	0.6835	0.7817	25000	125000
6	Spectrogram 1	1	0.8329	0.9225	25000	125000
7	Spectrogram 1	1	0.9737	1.0675	25000	125000
8	Spectrogram 1	1	1.1102	1.2425	25000	125000
9	Spectrogram 1	1	1.2638	1.315	25000	125000
10	Spectrogram 1	1	1.3406	1.4345	25000	125000
11	Spectrogram 1	1	1.4601	1.5283	25000	125000
12	Spectrogram 1	1	1.5454	1.6009	25000	125000
13	Spectrogram 1	1	1.6521	1.7075	25000	125000
14	Spectrogram 1	1	1.7502	1.8142	25000	125000
15	Spectrogram 1	1	1.8825	1.9465	25000	125000
