Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0435	25000	125000
2	Spectrogram 1	1	0.0819	0.1758	25000	125000
3	Spectrogram 1	1	0.2142	0.2995	25000	125000
4	Spectrogram 1	1	0.3337	0.4659	25000	125000
5	Spectrogram 1	1	0.5043	0.5939	25000	125000
6	Spectrogram 1	1	0.6153	0.7603	25000	125000
7	Spectrogram 1	1	0.7859	0.8926	25000	125000
8	Spectrogram 1	1	0.9139	0.9822	25000	125000
9	Spectrogram 1	1	1.0206	1.0889	25000	125000
10	Spectrogram 1	1	1.1187	1.2851	25000	125000
11	Spectrogram 1	1	1.2979	1.3918	25000	125000
12	Spectrogram 1	1	1.4131	1.5369	25000	125000
13	Spectrogram 1	1	1.5667	1.6691	25000	125000
14	Spectrogram 1	1	1.6905	1.8227	25000	125000
15	Spectrogram 1	1	1.8483	1.9294	25000	125000
16	Spectrogram 1	1	1.9678	1.9763	25000	125000
