Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0691	25000	125000
2	Spectrogram 1	1	0.1758	0.2441	25000	125000
3	Spectrogram 1	1	0.2697	0.419	25000	125000
4	Spectrogram 1	1	0.4617	0.611	25000	125000
5	Spectrogram 1	1	0.6451	0.7347	25000	125000
6	Spectrogram 1	1	0.7689	0.8286	25000	125000
7	Spectrogram 1	1	0.8713	1.0163	25000	125000
8	Spectrogram 1	1	1.1358	1.2809	25000	125000
9	Spectrogram 1	1	1.3577	1.4345	25000	125000
10	Spectrogram 1	1	1.6009	1.6649	25000	125000
