Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.1502	0.3209	25000	125000
2	Spectrogram 1	1	0.3422	0.4958	25000	125000
3	Spectrogram 1	1	0.5214	0.6878	25000	125000
4	Spectrogram 1	1	0.7177	0.8329	25000	125000
5	Spectrogram 1	1	0.867	0.9481	25000	125000
6	Spectrogram 1	1	0.9822	1.0505	25000	125000
7	Spectrogram 1	1	1.0803	1.1443	25000	125000
8	Spectrogram 1	1	1.1827	1.2467	25000	125000
9	Spectrogram 1	1	1.2937	1.3577	25000	125000
10	Spectrogram 1	1	1.4003	1.4771	25000	125000
11	Spectrogram 1	1	1.5198	1.5881	25000	125000
12	Spectrogram 1	1	1.6307	1.7033	25000	125000
13	Spectrogram 1	1	1.7545	1.9123	25000	125000
14	Spectrogram 1	1	1.955	1.9763	25000	125000
