Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.099	25000	125000
2	Spectrogram 1	1	0.1331	0.2526	25000	125000
3	Spectrogram 1	1	0.2697	0.3977	25000	125000
4	Spectrogram 1	1	0.4233	0.4873	25000	125000
5	Spectrogram 1	1	0.5342	0.5939	25000	125000
6	Spectrogram 1	1	0.6366	0.7049	25000	125000
7	Spectrogram 1	1	0.7774	0.8542	25000	125000
8	Spectrogram 1	1	0.8926	0.9779	25000	125000
9	Spectrogram 1	1	1.0163	1.1102	25000	125000
10	Spectrogram 1	1	1.2681	1.3449	25000	125000
11	Spectrogram 1	1	1.4259	1.4942	25000	125000
12	Spectrogram 1	1	1.5454	1.5881	25000	125000
13	Spectrogram 1	1	1.7545	1.827	25000	125000
14	Spectrogram 1	1	1.8697	1.9763	25000	125000
