Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.1673	0.227	25000	125000
2	Spectrogram 1	1	0.7475	0.8073	25000	125000
3	Spectrogram 1	1	0.931	1.0035	25000	125000
4	Spectrogram 1	1	1.0249	1.0974	25000	125000
5	Spectrogram 1	1	1.1315	1.1913	25000	125000
6	Spectrogram 1	1	1.2339	1.3449	25000	125000
7	Spectrogram 1	1	1.3662	1.4345	25000	125000
8	Spectrogram 1	1	1.4729	1.5838	25000	125000
9	Spectrogram 1	1	1.6179	1.6819	25000	125000
10	Spectrogram 1	1	1.7033	1.7758	25000	125000
11	Spectrogram 1	1	1.8099	1.8654	25000	125000
