Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0478	25000	125000
2	Spectrogram 1	1	0.0819	0.1545	25000	125000
3	Spectrogram 1	1	0.1843	0.2313	25000	125000
4	Spectrogram 1	1	0.2697	0.3422	25000	125000
5	Spectrogram 1	1	0.3806	0.4574	25000	125000
6	Spectrogram 1	1	0.483	0.547	25000	125000
7	Spectrogram 1	1	0.5897	0.6494	25000	125000
8	Spectrogram 1	1	0.7731	0.8201	25000	125000
9	Spectrogram 1	1	0.867	0.9182	25000	125000
10	Spectrogram 1	1	0.9694	1.0163	25000	125000
11	Spectrogram 1	1	1.0633	1.1102	25000	125000
12	Spectrogram 1	1	1.1742	1.2297	25000	125000
13	Spectrogram 1	1	1.2723	1.3193	25000	125000
14	Spectrogram 1	1	1.3875	1.4302	25000	125000
15	Spectrogram 1	1	1.4942	1.5497	25000	125000
16	Spectrogram 1	1	1.5881	1.7246	25000	125000
17	Spectrogram 1	1	1.7502	1.8142	25000	125000
18	Spectrogram 1	1	1.8526	1.9294	25000	125000
