Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0478	25000	125000
2	Spectrogram 1	1	0.0819	0.2697	25000	125000
3	Spectrogram 1	1	0.3166	0.4019	25000	125000
4	Spectrogram 1	1	0.4787	0.6622	25000	125000
5	Spectrogram 1	1	0.7134	0.8286	25000	125000
6	Spectrogram 1	1	0.867	1.0206	25000	125000
7	Spectrogram 1	1	1.059	1.1443	25000	125000
8	Spectrogram 1	1	1.2681	1.3449	25000	125000
9	Spectrogram 1	1	1.3833	1.443	25000	125000
10	Spectrogram 1	1	1.4814	1.5497	25000	125000
11	Spectrogram 1	1	1.5923	1.7502	25000	125000
12	Spectrogram 1	1	1.7886	1.8483	25000	125000
