Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0606	25000	125000
2	Spectrogram 1	1	0.1033	0.1758	25000	125000
3	Spectrogram 1	1	0.2355	0.2739	25000	125000
4	Spectrogram 1	1	0.3251	0.3806	25000	125000
5	Spectrogram 1	1	0.4233	0.5555	25000	125000
6	Spectrogram 1	1	0.5982	0.6665	25000	125000
7	Spectrogram 1	1	0.7347	0.8414	25000	125000
8	Spectrogram 1	1	0.8841	0.9609	25000	125000
9	Spectrogram 1	1	1.7715	1.8483	25000	125000
10	Spectrogram 1	1	1.9337	1.9763	25000	125000
