Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0862	0.163	25000	125000
2	Spectrogram 1	1	0.3209	0.4019	25000	125000
3	Spectrogram 1	1	0.4531	0.5683	25000	125000
4	Spectrogram 1	1	0.6067	0.6793	25000	125000
5	Spectrogram 1	1	0.7219	0.7987	25000	125000
6	Spectrogram 1	1	0.9694	1.0377	25000	125000
7	Spectrogram 1	1	1.0889	1.2553	25000	125000
8	Spectrogram 1	1	1.2851	1.4217	25000	125000
9	Spectrogram 1	1	1.4601	1.5838	25000	125000
10	Spectrogram 1	1	1.6009	1.7246	25000	125000
11	Spectrogram 1	1	1.7502	1.8398	25000	125000
12	Spectrogram 1	1	1.8611	1.9763	25000	125000
