Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0606	0.1075	25000	125000
2	Spectrogram 1	1	0.1673	0.2227	25000	125000
3	Spectrogram 1	1	0.2654	0.3123	25000	125000
4	Spectrogram 1	1	0.3678	0.419	25000	125000
5	Spectrogram 1	1	0.4574	0.5129	25000	125000
6	Spectrogram 1	1	0.5513	0.6579	25000	125000
7	Spectrogram 1	1	0.6963	0.7689	25000	125000
8	Spectrogram 1	1	0.8073	0.8798	25000	125000
9	Spectrogram 1	1	0.9267	0.9865	25000	125000
10	Spectrogram 1	1	1.0334	1.0889	25000	125000
11	Spectrogram 1	1	1.1358	1.2169	25000	125000
12	Spectrogram 1	1	1.2595	1.3235	25000	125000
13	Spectrogram 1	1	1.3747	1.4302	25000	125000
14	Spectrogram 1	1	1.4771	1.6051	25000	125000
15	Spectrogram 1	1	1.6435	1.7203	25000	125000
16	Spectrogram 1	1	1.8057	1.8867	25000	125000
