Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0606	25000	125000
2	Spectrogram 1	1	0.1331	0.3422	25000	125000
3	Spectrogram 1	1	0.4019	0.5811	25000	125000
4	Spectrogram 1	1	0.6323	0.8158	25000	125000
5	Spectrogram 1	1	0.867	1.0121	25000	125000
6	Spectrogram 1	1	1.1699	1.2169	25000	125000
7	Spectrogram 1	1	1.2638	1.4046	25000	125000
8	Spectrogram 1	1	1.4601	1.5241	25000	125000
9	Spectrogram 1	1	1.571	1.7673	25000	125000
10	Spectrogram 1	1	1.8313	1.8825	25000	125000
11	Spectrogram 1	1	1.9379	1.9763	25000	125000
