Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0649	25000	125000
2	Spectrogram 1	1	0.0777	0.2142	25000	125000
3	Spectrogram 1	1	0.2355	0.4147	25000	125000
4	Spectrogram 1	1	0.4745	0.6963	25000	125000
5	Spectrogram 1	1	0.7049	0.8798	25000	125000
6	Spectrogram 1	1	0.8969	1.059	25000	125000
7	Spectrogram 1	1	1.0761	1.2254	25000	125000
8	Spectrogram 1	1	1.2382	1.4387	25000	125000
9	Spectrogram 1	1	1.4515	1.6179	25000	125000
10	Spectrogram 1	1	1.6435	1.8654	25000	125000
11	Spectrogram 1	1	1.8867	1.9763	25000	125000
