Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.1374	25000	125000
2	Spectrogram 1	1	0.163	0.4275	25000	125000
3	Spectrogram 1	1	0.4617	0.6451	25000	125000
4	Spectrogram 1	1	0.6622	0.7987	25000	125000
5	Spectrogram 1	1	0.8115	0.9225	25000	125000
6	Spectrogram 1	1	0.9523	1.0078	25000	125000
7	Spectrogram 1	1	1.0419	1.3193	25000	125000
8	Spectrogram 1	1	1.3577	1.5283	25000	125000
9	Spectrogram 1	1	1.5667	1.8014	25000	125000
10	Spectrogram 1	1	1.8398	1.9763	25000	125000
