Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.035	0.0947	25000	125000
2	Spectrogram 1	1	0.1246	0.1758	25000	125000
3	Spectrogram 1	1	0.2995	0.355	25000	125000
4	Spectrogram 1	1	0.5641	0.6281	25000	125000
5	Spectrogram 1	1	0.6494	0.7134	25000	125000
6	Spectrogram 1	1	0.7475	0.8286	25000	125000
7	Spectrogram 1	1	0.8542	0.9054	25000	125000
8	Spectrogram 1	1	1.0377	1.0974	25000	125000
9	Spectrogram 1	1	1.1273	1.1742	25000	125000
10	Spectrogram 1	1	1.2083	1.251	25000	125000
11	Spectrogram 1	1	1.2809	1.3747	25000	125000
12	Spectrogram 1	1	1.4046	1.4601	25000	125000
13	Spectrogram 1	1	1.4814	1.5454	25000	125000
14	Spectrogram 1	1	1.5795	1.6478	25000	125000
15	Spectrogram 1	1	1.6862	1.7715	25000	125000
16	Spectrogram 1	1	1.8057	1.8953	25000	125000
17	Spectrogram 1	1	1.9166	1.9763	25000	125000
