Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0691	25000	125000
2	Spectrogram 1	1	0.1203	0.2569	25000	125000
3	Spectrogram 1	1	0.2825	0.3891	25000	125000
4	Spectrogram 1	1	0.4105	0.4617	25000	125000
5	Spectrogram 1	1	0.5001	0.5598	25000	125000
6	Spectrogram 1	1	0.5982	0.6707	25000	125000
7	Spectrogram 1	1	0.7347	0.7987	25000	125000
8	Spectrogram 1	1	0.8499	0.9097	25000	125000
9	Spectrogram 1	1	0.9566	1.0803	25000	125000
10	Spectrogram 1	1	1.4259	1.5241	25000	125000
11	Spectrogram 1	1	1.5753	1.699	25000	125000
12	Spectrogram 1	1	1.7289	1.7971	25000	125000
13	Spectrogram 1	1	1.8526	1.9337	25000	125000
