Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.1545	0.3337	25000	125000
2	Spectrogram 1	1	0.3593	0.4958	25000	125000
3	Spectrogram 1	1	0.5257	0.6195	25000	125000
4	Spectrogram 1	1	0.6451	0.7689	25000	125000
5	Spectrogram 1	1	0.7945	0.8542	25000	125000
6	Spectrogram 1	1	0.9737	1.0547	25000	125000
7	Spectrogram 1	1	1.0931	1.1486	25000	125000
8	Spectrogram 1	1	1.1827	1.2467	25000	125000
9	Spectrogram 1	1	1.2894	1.3534	25000	125000
10	Spectrogram 1	1	1.6051	1.7801	25000	125000
11	Spectrogram 1	1	1.8185	1.8953	25000	125000
12	Spectrogram 1	1	1.9635	1.9763	25000	125000
