Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0862	25000	125000
2	Spectrogram 1	1	0.1118	0.1843	25000	125000
3	Spectrogram 1	1	0.2057	0.291	25000	125000
4	Spectrogram 1	1	0.3166	0.4233	25000	125000
5	Spectrogram 1	1	0.4403	0.5214	25000	125000
6	Spectrogram 1	1	0.6707	0.7433	25000	125000
7	Spectrogram 1	1	0.7731	0.8883	25000	125000
8	Spectrogram 1	1	0.9011	1.0334	25000	125000
9	Spectrogram 1	1	1.1529	1.2211	25000	125000
10	Spectrogram 1	1	1.2638	1.3833	25000	125000
11	Spectrogram 1	1	1.4601	1.5241	25000	125000
