Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0393	25000	125000
2	Spectrogram 1	1	0.3081	0.4275	25000	125000
3	Spectrogram 1	1	0.4659	0.5683	25000	125000
4	Spectrogram 1	1	0.6067	0.7091	25000	125000
5	Spectrogram 1	1	0.7262	0.8627	25000	125000
6	Spectrogram 1	1	0.8883	1.0035	25000	125000
7	Spectrogram 1	1	1.0291	1.1443	25000	125000
8	Spectrogram 1	1	1.1699	1.315	25000	125000
9	Spectrogram 1	1	1.3534	1.4601	25000	125000
10	Spectrogram 1	1	1.4771	1.6094	25000	125000
11	Spectrogram 1	1	1.6734	1.7587	25000	125000
12	Spectrogram 1	1	1.7971	1.9166	25000	125000
