Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.1587	25000	125000
2	Spectrogram 1	1	0.1843	0.3123	25000	125000
3	Spectrogram 1	1	0.3251	0.4019	25000	125000
4	Spectrogram 1	1	0.4403	0.5342	25000	125000
5	Spectrogram 1	1	0.5513	0.7433	25000	125000
6	Spectrogram 1	1	0.7561	0.9225	25000	125000
7	Spectrogram 1	1	0.9353	1.0078	25000	125000
8	Spectrogram 1	1	1.0163	1.0889	25000	125000
9	Spectrogram 1	1	1.1145	1.1827	25000	125000
10	Spectrogram 1	1	1.2041	1.2809	25000	125000
11	Spectrogram 1	1	1.3022	1.4259	25000	125000
12	Spectrogram 1	1	1.4387	1.6094	25000	125000
13	Spectrogram 1	1	1.6307	1.7886	25000	125000
14	Spectrogram 1	1	1.8227	1.9763	25000	125000
