Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0393	0.1758	25000	125000
2	Spectrogram 1	1	0.2014	0.3635	25000	125000
3	Spectrogram 1	1	0.4019	0.5257	25000	125000
4	Spectrogram 1	1	0.547	0.6835	25000	125000
5	Spectrogram 1	1	0.7006	0.8286	25000	125000
6	Spectrogram 1	1	0.8457	0.8926	25000	125000
7	Spectrogram 1	1	0.9267	1.0377	25000	125000
8	Spectrogram 1	1	1.059	1.1614	25000	125000
9	Spectrogram 1	1	1.1785	1.2638	25000	125000
10	Spectrogram 1	1	1.3065	1.4046	25000	125000
11	Spectrogram 1	1	1.4259	1.4899	25000	125000
12	Spectrogram 1	1	1.5241	1.5753	25000	125000
13	Spectrogram 1	1	1.6179	1.7118	25000	125000
14	Spectrogram 1	1	1.8569	1.9763	25000	125000
