Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.1289	25000	125000
2	Spectrogram 1	1	0.1587	0.227	25000	125000
3	Spectrogram 1	1	0.3507	0.483	25000	125000
4	Spectrogram 1	1	0.5001	0.6494	25000	125000
5	Spectrogram 1	1	0.6793	0.8499	25000	125000
6	Spectrogram 1	1	0.9993	1.1657	25000	125000
7	Spectrogram 1	1	1.187	1.2595	25000	125000
8	Spectrogram 1	1	1.4771	1.5667	25000	125000
9	Spectrogram 1	1	1.5966	1.7374	25000	125000
10	Spectrogram 1	1	1.7587	1.9038	25000	125000
11	Spectrogram 1	1	1.9209	1.9763	25000	125000
