Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0947	25000	125000
2	Spectrogram 1	1	0.1075	0.3891	25000	125000
3	Spectrogram 1	1	0.4105	0.5086	25000	125000
4	Spectrogram 1	1	0.5342	0.6025	25000	125000
5	Spectrogram 1	1	0.6366	0.7305	25000	125000
6	Spectrogram 1	1	0.7518	0.9011	25000	125000
7	Spectrogram 1	1	0.9225	1.123	25000	125000
8	Spectrogram 1	1	1.1443	1.2809	25000	125000
9	Spectrogram 1	1	1.3065	1.5326	25000	125000
10	Spectrogram 1	1	1.5625	1.7545	25000	125000
11	Spectrogram 1	1	1.7929	1.9507	25000	125000
