Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0777	25000	125000
2	Spectrogram 1	1	0.0905	0.2142	25000	125000
3	Spectrogram 1	1	0.2355	0.3294	25000	125000
4	Spectrogram 1	1	0.3422	0.4147	25000	125000
5	Spectrogram 1	1	0.4403	0.5513	25000	125000
6	Spectrogram 1	1	0.5683	0.6366	25000	125000
7	Spectrogram 1	1	0.6537	0.8286	25000	125000
8	Spectrogram 1	1	0.8457	0.9694	25000	125000
9	Spectrogram 1	1	0.9779	1.0803	25000	125000
10	Spectrogram 1	1	1.0931	1.1614	25000	125000
11	Spectrogram 1	1	1.1827	1.315	25000	125000
12	Spectrogram 1	1	1.3449	1.4899	25000	125000
13	Spectrogram 1	1	1.507	1.6606	25000	125000
14	Spectrogram 1	1	1.6819	1.8142	25000	125000
15	Spectrogram 1	1	1.8483	1.9763	25000	125000
