Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.4617	0.5001	25000	125000
2	Spectrogram 1	1	0.6579	0.7006	25000	125000
3	Spectrogram 1	1	0.9523	1.123	25000	125000
4	Spectrogram 1	1	1.1529	1.1913	25000	125000
5	Spectrogram 1	1	1.1998	1.2169	25000	125000
6	Spectrogram 1	1	1.2766	1.3235	25000	125000
7	Spectrogram 1	1	1.3321	1.4003	25000	125000
8	Spectrogram 1	1	1.4601	1.5198	25000	125000
9	Spectrogram 1	1	1.5795	1.7331	25000	125000
10	Spectrogram 1	1	1.763	1.827	25000	125000
11	Spectrogram 1	1	1.8697	1.9123	25000	125000
