Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.1161	25000	125000
2	Spectrogram 1	1	0.163	0.3337	25000	125000
3	Spectrogram 1	1	0.3806	0.5214	25000	125000
4	Spectrogram 1	1	0.547	0.7219	25000	125000
5	Spectrogram 1	1	0.7646	0.8414	25000	125000
6	Spectrogram 1	1	0.8713	0.9566	25000	125000
7	Spectrogram 1	1	0.9737	1.1401	25000	125000
8	Spectrogram 1	1	1.187	1.2638	25000	125000
9	Spectrogram 1	1	1.3022	1.3918	25000	125000
10	Spectrogram 1	1	1.4259	1.4814	25000	125000
11	Spectrogram 1	1	1.5283	1.6563	25000	125000
12	Spectrogram 1	1	1.6819	1.7459	25000	125000
13	Spectrogram 1	1	1.7971	1.9379	25000	125000
