Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.227	0.3166	25000	125000
2	Spectrogram 1	1	0.3465	0.4105	25000	125000
3	Spectrogram 1	1	0.7305	0.867	25000	125000
4	Spectrogram 1	1	0.8969	0.9865	25000	125000
5	Spectrogram 1	1	1.0206	1.1145	25000	125000
6	Spectrogram 1	1	1.251	1.379	25000	125000
7	Spectrogram 1	1	1.4387	1.5113	25000	125000
8	Spectrogram 1	1	1.5454	1.6094	25000	125000
9	Spectrogram 1	1	1.6478	1.7161	25000	125000
10	Spectrogram 1	1	1.8398	1.8995	25000	125000
