Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.1331	25000	125000
2	Spectrogram 1	1	0.2398	0.4062	25000	125000
3	Spectrogram 1	1	0.4531	0.6195	25000	125000
4	Spectrogram 1	1	0.6451	0.8457	25000	125000
5	Spectrogram 1	1	0.8713	1.0633	25000	125000
6	Spectrogram 1	1	1.0889	1.2595	25000	125000
7	Spectrogram 1	1	1.2681	1.4302	25000	125000
8	Spectrogram 1	1	1.4473	1.6222	25000	125000
9	Spectrogram 1	1	1.6563	1.8313	25000	125000
10	Spectrogram 1	1	1.8739	1.9763	25000	125000
