Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0521	25000	125000
2	Spectrogram 1	1	0.0819	0.2825	25000	125000
3	Spectrogram 1	1	0.3251	0.4787	25000	125000
4	Spectrogram 1	1	0.5385	0.6622	25000	125000
5	Spectrogram 1	1	0.6963	0.8713	25000	125000
6	Spectrogram 1	1	0.9054	0.9907	25000	125000
7	Spectrogram 1	1	1.0249	1.1614	25000	125000
8	Spectrogram 1	1	1.3363	1.4387	25000	125000
9	Spectrogram 1	1	1.4771	1.571	25000	125000
10	Spectrogram 1	1	1.5966	1.7758	25000	125000
11	Spectrogram 1	1	1.7929	1.9379	25000	125000
