Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0819	25000	125000
2	Spectrogram 1	1	0.1374	0.3251	25000	125000
3	Spectrogram 1	1	0.355	0.5257	25000	125000
4	Spectrogram 1	1	0.5555	0.7347	25000	125000
5	Spectrogram 1	1	0.7603	0.9225	25000	125000
6	Spectrogram 1	1	0.9694	1.1571	25000	125000
7	Spectrogram 1	1	1.1827	1.4003	25000	125000
8	Spectrogram 1	1	1.4345	1.6862	25000	125000
9	Spectrogram 1	1	1.7374	1.9123	25000	125000
10	Spectrogram 1	1	1.9507	1.9763	25000	125000
