Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0393	25000	125000
2	Spectrogram 1	1	0.0819	0.2526	25000	125000
3	Spectrogram 1	1	0.2867	0.4617	25000	125000
4	Spectrogram 1	1	0.5043	0.6835	25000	125000
5	Spectrogram 1	1	0.7091	0.8457	25000	125000
6	Spectrogram 1	1	0.8627	0.931	25000	125000
7	Spectrogram 1	1	0.9737	1.187	25000	125000
8	Spectrogram 1	1	1.2339	1.4259	25000	125000
9	Spectrogram 1	1	1.4601	1.5411	25000	125000
10	Spectrogram 1	1	1.5966	1.7033	25000	125000
11	Spectrogram 1	1	1.8697	1.9763	25000	125000
