Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0307	0.1929	25000	125000
2	Spectrogram 1	1	0.2142	0.3806	25000	125000
3	Spectrogram 1	1	0.4019	0.5342	25000	125000
4	Spectrogram 1	1	0.5427	0.6409	25000	125000
5	Spectrogram 1	1	0.6622	0.7945	25000	125000
6	Spectrogram 1	1	0.8073	0.9865	25000	125000
7	Spectrogram 1	1	0.9993	1.2681	25000	125000
8	Spectrogram 1	1	1.2809	1.4857	25000	125000
9	Spectrogram 1	1	1.4942	1.6478	25000	125000
10	Spectrogram 1	1	1.6862	1.7886	25000	125000
