Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.1118	0.1587	25000	125000
2	Spectrogram 1	1	0.2142	0.2569	25000	125000
3	Spectrogram 1	1	0.3081	0.355	25000	125000
4	Spectrogram 1	1	0.4062	0.4446	25000	125000
5	Spectrogram 1	1	0.4915	0.5427	25000	125000
6	Spectrogram 1	1	0.5854	0.6366	25000	125000
7	Spectrogram 1	1	0.6793	0.739	25000	125000
8	Spectrogram 1	1	0.7817	0.8329	25000	125000
9	Spectrogram 1	1	1.0846	1.1273	25000	125000
10	Spectrogram 1	1	1.2595	1.3235	25000	125000
11	Spectrogram 1	1	1.3662	1.4174	25000	125000
12	Spectrogram 1	1	1.4686	1.5241	25000	125000
13	Spectrogram 1	1	1.5838	1.635	25000	125000
14	Spectrogram 1	1	1.699	1.7545	25000	125000
15	Spectrogram 1	1	1.827	1.8867	25000	125000
