Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0734	0.163	25000	125000
2	Spectrogram 1	1	0.2227	0.4787	25000	125000
3	Spectrogram 1	1	0.5385	0.7262	25000	125000
4	Spectrogram 1	1	0.7731	0.9353	25000	125000
5	Spectrogram 1	1	0.9907	1.0803	25000	125000
6	Spectrogram 1	1	1.1187	1.2851	25000	125000
7	Spectrogram 1	1	1.3022	1.3747	25000	125000
8	Spectrogram 1	1	1.4003	1.4771	25000	125000
9	Spectrogram 1	1	1.507	1.5838	25000	125000
10	Spectrogram 1	1	1.6265	1.6734	25000	125000
11	Spectrogram 1	1	1.9337	1.9763	25000	125000
