Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0307	0.2313	25000	125000
2	Spectrogram 1	1	0.2739	0.4233	25000	125000
3	Spectrogram 1	1	0.4574	0.5683	25000	125000
4	Spectrogram 1	1	0.5897	0.6494	25000	125000
5	Spectrogram 1	1	0.6793	0.7561	25000	125000
6	Spectrogram 1	1	0.7945	0.9395	25000	125000
7	Spectrogram 1	1	1.0078	1.0974	25000	125000
8	Spectrogram 1	1	1.2382	1.3235	25000	125000
9	Spectrogram 1	1	1.3875	1.4601	25000	125000
10	Spectrogram 1	1	1.6393	1.7374	25000	125000
11	Spectrogram 1	1	1.7843	1.9123	25000	125000
12	Spectrogram 1	1	1.9593	1.9763	25000	125000
