Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.1417	25000	125000
2	Spectrogram 1	1	0.1886	0.3806	25000	125000
3	Spectrogram 1	1	0.4105	0.5641	25000	125000
4	Spectrogram 1	1	0.6067	0.7347	25000	125000
5	Spectrogram 1	1	0.7689	0.8926	25000	125000
6	Spectrogram 1	1	0.9182	1.0462	25000	125000
7	Spectrogram 1	1	1.0761	1.187	25000	125000
8	Spectrogram 1	1	1.2083	1.3235	25000	125000
9	Spectrogram 1	1	1.3705	1.4942	25000	125000
10	Spectrogram 1	1	1.5326	1.6521	25000	125000
11	Spectrogram 1	1	1.6947	1.7459	25000	125000
12	Spectrogram 1	1	1.8014	1.891	25000	125000
13	Spectrogram 1	1	1.9379	1.9763	25000	125000
