Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0435	25000	125000
2	Spectrogram 1	1	0.2569	0.2995	25000	125000
3	Spectrogram 1	1	0.3507	0.3977	25000	125000
4	Spectrogram 1	1	0.4531	0.5129	25000	125000
5	Spectrogram 1	1	0.7518	0.803	25000	125000
6	Spectrogram 1	1	0.8542	0.931	25000	125000
7	Spectrogram 1	1	0.9779	1.0377	25000	125000
8	Spectrogram 1	1	1.1827	1.2382	25000	125000
9	Spectrogram 1	1	1.2766	1.3534	25000	125000
10	Spectrogram 1	1	1.4046	1.4601	25000	125000
11	Spectrogram 1	1	1.4985	1.5539	25000	125000
12	Spectrogram 1	1	1.5966	1.699	25000	125000
13	Spectrogram 1	1	1.7502	1.8825	25000	125000
14	Spectrogram 1	1	1.9294	1.9763	25000	125000
