Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0649	25000	125000
2	Spectrogram 1	1	0.0819	0.1459	25000	125000
3	Spectrogram 1	1	0.1587	0.227	25000	125000
4	Spectrogram 1	1	0.419	0.4745	25000	125000
5	Spectrogram 1	1	0.6366	0.7177	25000	125000
6	Spectrogram 1	1	0.8542	0.9865	25000	125000
7	Spectrogram 1	1	1.0078	1.0803	25000	125000
8	Spectrogram 1	1	1.1187	1.251	25000	125000
9	Spectrogram 1	1	1.2894	1.4089	25000	125000
10	Spectrogram 1	1	1.4302	1.507	25000	125000
11	Spectrogram 1	1	1.5283	1.6094	25000	125000
12	Spectrogram 1	1	1.6393	1.7118	25000	125000
13	Spectrogram 1	1	1.7331	1.8185	25000	125000
