Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0521	25000	125000
2	Spectrogram 1	1	0.0819	0.1331	25000	125000
3	Spectrogram 1	1	0.1801	0.3166	25000	125000
4	Spectrogram 1	1	0.3635	0.4361	25000	125000
5	Spectrogram 1	1	0.4489	0.5214	25000	125000
6	Spectrogram 1	1	0.5513	0.6451	25000	125000
7	Spectrogram 1	1	0.6622	0.7774	25000	125000
8	Spectrogram 1	1	0.7987	1.0249	25000	125000
9	Spectrogram 1	1	1.0419	1.2083	25000	125000
10	Spectrogram 1	1	1.2297	1.4259	25000	125000
11	Spectrogram 1	1	1.4558	1.5283	25000	125000
12	Spectrogram 1	1	1.5753	1.6777	25000	125000
13	Spectrogram 1	1	1.7118	1.8185	25000	125000
14	Spectrogram 1	1	1.8526	1.9593	25000	125000
