Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.1459	25000	125000
2	Spectrogram 1	1	0.1843	0.3251	25000	125000
3	Spectrogram 1	1	0.3635	0.4958	25000	125000
4	Spectrogram 1	1	0.5385	0.6537	25000	125000
5	Spectrogram 1	1	0.6921	0.7475	25000	125000
6	Spectrogram 1	1	0.7987	0.8841	25000	125000
7	Spectrogram 1	1	0.9353	0.9993	25000	125000
8	Spectrogram 1	1	1.0462	1.1913	25000	125000
9	Spectrogram 1	1	1.2211	1.3747	25000	125000
10	Spectrogram 1	1	1.4046	1.4729	25000	125000
11	Spectrogram 1	1	1.5113	1.5881	25000	125000
12	Spectrogram 1	1	1.6307	1.7331	25000	125000
13	Spectrogram 1	1	1.7801	1.8825	25000	125000
14	Spectrogram 1	1	1.9081	1.9763	25000	125000
