Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0307	0.163	25000	125000
2	Spectrogram 1	1	0.2057	0.291	25000	125000
3	Spectrogram 1	1	0.3337	0.3806	25000	125000
4	Spectrogram 1	1	0.4659	0.6707	25000	125000
5	Spectrogram 1	1	0.7219	0.8115	25000	125000
6	Spectrogram 1	1	0.8457	0.931	25000	125000
7	Spectrogram 1	1	1.4131	1.507	25000	125000
8	Spectrogram 1	1	1.6307	1.699	25000	125000
9	Spectrogram 1	1	1.7161	1.7929	25000	125000
10	Spectrogram 1	1	1.827	1.9166	25000	125000
11	Spectrogram 1	1	1.9337	1.9763	25000	125000
