Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0393	0.1587	25000	125000
2	Spectrogram 1	1	0.1843	0.227	25000	125000
3	Spectrogram 1	1	0.2654	0.3123	25000	125000
4	Spectrogram 1	1	0.355	0.4062	25000	125000
5	Spectrogram 1	1	0.4574	0.5001	25000	125000
6	Spectrogram 1	1	1.3022	1.4345	25000	125000
7	Spectrogram 1	1	1.4558	1.4985	25000	125000
8	Spectrogram 1	1	1.5539	1.6606	25000	125000
9	Spectrogram 1	1	1.6862	1.7758	25000	125000
10	Spectrogram 1	1	1.7929	1.8739	25000	125000
11	Spectrogram 1	1	1.8953	1.9465	25000	125000
