Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.1203	25000	125000
2	Spectrogram 1	1	0.1673	0.4062	25000	125000
3	Spectrogram 1	1	0.483	0.6366	25000	125000
4	Spectrogram 1	1	0.7177	0.8158	25000	125000
5	Spectrogram 1	1	0.9054	0.9523	25000	125000
6	Spectrogram 1	1	1.0505	1.1017	25000	125000
7	Spectrogram 1	1	1.2553	1.3363	25000	125000
8	Spectrogram 1	1	1.443	1.5667	25000	125000
9	Spectrogram 1	1	1.6137	1.7289	25000	125000
10	Spectrogram 1	1	1.9209	1.9763	25000	125000
