Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0777	25000	125000
2	Spectrogram 1	1	0.0947	0.2142	25000	125000
3	Spectrogram 1	1	0.2355	0.3081	25000	125000
4	Spectrogram 1	1	0.3379	0.4062	25000	125000
5	Spectrogram 1	1	0.4745	0.6025	25000	125000
6	Spectrogram 1	1	0.6195	0.7305	25000	125000
7	Spectrogram 1	1	0.7518	0.9225	25000	125000
8	Spectrogram 1	1	0.9438	1.0163	25000	125000
9	Spectrogram 1	1	1.0462	1.1017	25000	125000
10	Spectrogram 1	1	1.1315	1.2425	25000	125000
11	Spectrogram 1	1	1.2595	1.3449	25000	125000
12	Spectrogram 1	1	1.3705	1.443	25000	125000
13	Spectrogram 1	1	1.8355	1.9209	25000	125000
14	Spectrogram 1	1	1.9507	1.9763	25000	125000
