Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0691	25000	125000
2	Spectrogram 1	1	0.1545	0.2227	25000	125000
3	Spectrogram 1	1	0.2569	0.3166	25000	125000
4	Spectrogram 1	1	0.3721	0.4275	25000	125000
5	Spectrogram 1	1	0.4873	0.5555	25000	125000
6	Spectrogram 1	1	0.5982	0.6878	25000	125000
7	Spectrogram 1	1	0.7262	0.8755	25000	125000
8	Spectrogram 1	1	0.931	0.995	25000	125000
9	Spectrogram 1	1	1.1614	1.2041	25000	125000
10	Spectrogram 1	1	1.5027	1.5838	25000	125000
11	Spectrogram 1	1	1.6393	1.7033	25000	125000
12	Spectrogram 1	1	1.7929	1.8569	25000	125000
13	Spectrogram 1	1	1.8995	1.9763	25000	125000
