Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.1203	25000	125000
2	Spectrogram 1	1	0.1289	0.2953	25000	125000
3	Spectrogram 1	1	0.3081	0.4275	25000	125000
4	Spectrogram 1	1	0.4617	0.5939	25000	125000
5	Spectrogram 1	1	0.6153	0.7305	25000	125000
6	Spectrogram 1	1	0.7689	0.9481	25000	125000
7	Spectrogram 1	1	0.9694	1.0718	25000	125000
8	Spectrogram 1	1	1.0803	1.1529	25000	125000
9	Spectrogram 1	1	1.1955	1.3363	25000	125000
10	Spectrogram 1	1	1.3577	1.4259	25000	125000
11	Spectrogram 1	1	1.4686	1.571	25000	125000
12	Spectrogram 1	1	1.5966	1.8355	25000	125000
13	Spectrogram 1	1	1.8441	1.9763	25000	125000
