Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.1331	25000	125000
2	Spectrogram 1	1	0.1673	0.2483	25000	125000
3	Spectrogram 1	1	0.2825	0.3507	25000	125000
4	Spectrogram 1	1	0.4958	0.5513	25000	125000
5	Spectrogram 1	1	0.7561	0.8883	25000	125000
6	Spectrogram 1	1	0.931	1.0377	25000	125000
7	Spectrogram 1	1	1.0761	1.1401	25000	125000
8	Spectrogram 1	1	1.2169	1.3449	25000	125000
9	Spectrogram 1	1	1.4089	1.4771	25000	125000
10	Spectrogram 1	1	1.5241	1.5667	25000	125000
11	Spectrogram 1	1	1.8825	1.9465	25000	125000
