Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0393	0.0947	25000	125000
2	Spectrogram 1	1	0.1587	0.3166	25000	125000
3	Spectrogram 1	1	0.3507	0.4617	25000	125000
4	Spectrogram 1	1	0.483	0.611	25000	125000
5	Spectrogram 1	1	0.7689	0.9737	25000	125000
6	Spectrogram 1	1	1.0206	1.0974	25000	125000
7	Spectrogram 1	1	1.1443	1.2297	25000	125000
8	Spectrogram 1	1	1.2723	1.379	25000	125000
9	Spectrogram 1	1	1.4217	1.5198	25000	125000
10	Spectrogram 1	1	1.5539	1.699	25000	125000
11	Spectrogram 1	1	1.7374	1.8355	25000	125000
