Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.1246	25000	125000
2	Spectrogram 1	1	0.1758	0.2355	25000	125000
3	Spectrogram 1	1	0.2867	0.3977	25000	125000
4	Spectrogram 1	1	0.4489	0.5129	25000	125000
5	Spectrogram 1	1	0.5854	0.7134	25000	125000
6	Spectrogram 1	1	0.739	0.8499	25000	125000
7	Spectrogram 1	1	0.9011	1.0121	25000	125000
8	Spectrogram 1	1	1.0419	1.1529	25000	125000
9	Spectrogram 1	1	1.1785	1.2553	25000	125000
10	Spectrogram 1	1	1.2809	1.3534	25000	125000
11	Spectrogram 1	1	1.3918	1.5198	25000	125000
12	Spectrogram 1	1	1.5411	1.5966	25000	125000
13	Spectrogram 1	1	1.6307	1.6947	25000	125000
14	Spectrogram 1	1	1.7459	1.8526	25000	125000
15	Spectrogram 1	1	1.8782	1.955	25000	125000
