Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0691	0.2014	25000	125000
2	Spectrogram 1	1	0.2611	0.3891	25000	125000
3	Spectrogram 1	1	0.4361	0.4873	25000	125000
4	Spectrogram 1	1	0.5257	0.675	25000	125000
5	Spectrogram 1	1	0.7134	0.803	25000	125000
6	Spectrogram 1	1	0.9139	0.9822	25000	125000
7	Spectrogram 1	1	1.1145	1.1529	25000	125000
8	Spectrogram 1	1	1.2211	1.2723	25000	125000
9	Spectrogram 1	1	1.5283	1.571	25000	125000
10	Spectrogram 1	1	1.9337	1.9721	25000	125000
