Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0777	25000	125000
2	Spectrogram 1	1	0.099	0.2441	25000	125000
3	Spectrogram 1	1	0.2782	0.5299	25000	125000
4	Spectrogram 1	1	0.5683	0.6963	25000	125000
5	Spectrogram 1	1	0.7177	0.931	25000	125000
6	Spectrogram 1	1	0.9694	1.1699	25000	125000
7	Spectrogram 1	1	1.1955	1.3022	25000	125000
8	Spectrogram 1	1	1.3321	1.4857	25000	125000
9	Spectrogram 1	1	1.5027	1.635	25000	125000
10	Spectrogram 1	1	1.7673	1.9123	25000	125000
11	Spectrogram 1	1	1.9251	1.9763	25000	125000
